"","jobTitle","location","jobUrl","description","techSkills"
"82","Tech Writer"," San Antonio, TX ","https://job-openings.monster.com/Tech-Writer-San-Antonio-TX-US-Apex-Systems/11/191451994","About the Job
        
                  Job Description  Job #:  804969Technical Writer6 month contractExperience / background:Proven ability to write and edit technical documents Three years experience writing, preparing, compiling and maintaining complex documentation such as Process Trees, Flow Charts, System Specifications, Feasibility Studies, and Functional Requirements descriptionsThe purpose of this task is to document processes, procedures, policies, and meeting minutes, newsletters, intra/internet content.  This task includes but is not limited to:Identification, analysis and research information such as work processes and business requirements.Written, revised and maintained procedures resulting from new process-related project outputs and process revisions.Completed tested and validated content of procedures.Documented new or changed policies, processes or procedures. Coordinate, document and communicate the implementation of the new or revised procedures.General Requirements:Ability to communicate artifact content creation, update, removal to levels of consumers from architects to management. 3+ years Ability to perform analysis and research information such as application functionality, work processes and business requirements. 2+ years Convert said information into well written technical documents such as procedures, processes and related project outputs and process revisions. 3+ years Experience with: Microsoft Word,Visio, RTC, and PowerpointNice to have Salesforce understanding EEO EmployerApex is an Equal Employment Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at employeeservices@apexsystemsinc.comHelp or 844-463-6178.
            
        View more info

            View less info
                    Report this job
        ","visio"
"83","Technical Writer / Illustrator"," West Bend, WI ","https://job-openings.monster.com/Technical-Writer-Illustrator-West-Bend-WI-US-Firstech-Inc/11/191394010","About the Job
        
                We are looking for a technical writer or illustrator to assist the existing team to complete a variety of tasks.  Depending on the candidate's skills and experience, they could provide assistance with parts manual illustrations, review and editing, procedural writing, decal illustration, and/or other needed tasks. The candidate should have a high level of attention to detail, willingness to take direction while still moving forward with confidence, positive attitude and demeanor, and demonstrated technical competency to understand engineering information.  In addition, the candidate should have experience and/or direct instruction in some combination of writing, research, vector graphics, editing/proofreading, and technology/design.
            
        View more info

            View less info
                    Report this job
        ","illustrator"
"84","Technical Writer"," Fairfax, VA ","https://job-openings.monster.com/Technical-Writer-Fairfax-VA-US-ICS-Nett-Inc/11/191364530","About the Job
        
                ICS is hiring a Technical Writer supporting proposal environment for a permanent position to work in Fairfax, VA  Selected candidate’s responsibilities will be  Accountability1-      Participate in analysing and responding to Federal Government RFIs, RFPs at the IDIQ and Task Order level, and other responses at the contract program level as needed2-      Participate in all proposal-related meetings such as Kick off, Win Theme Strategy, and Technical Solutions.3-      Collaborate closely with technical subject matter experts, to obtain sufficient information such as processes, methods and techniques required to author entire proposal, including technical approaches, management plans, and other content.4-      Develop and manage storyboards and mockups to help subject matter experts plan, develop, and review key concepts prior to developing proposal text.5-      Assemble proposal content authored by other writers into cohesive, compliant technical proposals.6-      Interface with technical professionals in the writing, editing, and publication of various types of documents such as specifications, manuals, reports, plans, training material and presentation7-      Incorporate and address feedback and comments from Color team reviews8-      Ensure content authored meets the compliance requirements9-      Provide technical writing/editing support to other Company contracts when workloads permit.10-   Provide quality assurance check for all document deliverables. Area of Knowledge 1.          Software & Application Development2.          Help Desk/Service Desk Support3.          Infrastructure/Systems Administration/Network Administration4.          Cyber Security5.          Big Data Analytics  6.          Information Systems Required.·       Bachelor’s degree from an accredited college or university; field of study in English, Journalism, Marketing, Communications, or a related field preferred.·       Experience and understanding of information technology, cyber security, information systems, big data analytics, cloud, call centres, help desk services. ·       Strong knowledge of Microsoft Word and Office Suites·       Excellent interpersonal, verbal and written communication skills·       Ability to meet milestones and work in tight deadlinesAbility to offer reasonable schedule flexibility to meet proposal requirements Excellent research skills
            
        View more info

            View less info
                    Report this job
        ","office"
"85","Technical Writer"," Keene, NH ","https://job-openings.monster.com/Technical-Writer-Keene-NH-US-New-England-Technical-Staffing-LLC/11/191360523","About the Job
        
                Job Summary:Interprets specialized technical materials by creating written descriptions, instructions and illustrations.Duties:* Prepares work to be accomplished by gathering information.  * Comprehends technical material and concepts by observing production, assembly and testing; interviewing engineers and designers; studying blueprints, sketches, drawings, specifications, parts lists, mock-ups, samples, etc.  * Prepares outline by organizing materials.  * Completes outline by composing language for non-technical clients.  * Verifies comprehension of technology and composition by testing description and instructions.  * Obtains approval of interpretation by submitting draft for approval.  * Maintains resource of technical writing by filing publications.  * Completes projects by coordinating with agencies and typing and printing services.  * Supports development of speeches, articles and news releases by preparing technical descriptions.  * Contributes to team effort by accomplishing related results as needed.Skills/Qualifications:Deadline-Oriented, Independence, Research Skills, Organization, Attention to Detail, Technical Understanding, Word Processing, Analyzing Information, Help Authoring Tools, Technical Documentation, Administrative Writing Skills
            
        View more info

            View less info
                    Report this job
        ","none_listed"
"86","Technical Writer"," WAUKESHA, WI ","https://job-openings.monster.com/Technical-Writer-WAUKESHA-WI-US-TechniPower/11/191354212","About the Job
        
                Company in Waukesha, WI is seeking a Technical Writer for a 4 month contract, potential to go longer and eventually full time direct dependent upon quality of work.""Heavy editorial,"" ensuring terminology and sentence structure is correct and sound for technical manual for heavy equipmentThis position will not be creating new content, but this experience is a plus for future consideration  RequirementsMUST BE PROFICIENT WITH ADOBE FRAMEMAKERMust have mechanical aptitude at any levelPrior work experience with automobiles, within manufacturing or industrial settings is a plusTo Apply, click ""Apply""
            
        View more info

            View less info
                    Report this job
        ","framemaker"
"87","Technical Writer"," Reston, VA ","https://job-openings.monster.com/Technical-Writer-Reston-VA-US-Lease-Accelerator/11/191232268","About the Job
        
                Play a Key Role in the Success of a High-Growth Software Company Offering Critical Leasing Solutions to Fortune 500 CompaniesSupport innovative enterprise lease accounting software products.As Technical Writer, you will take ownership of a critical new role supporting LeaseAccelerator’s sales and support operations through a period of rapid growth and beyond. It's an exciting time to join us. In the wake of new 2018 leasing regulations, we provide Fortune 500 companies with unique accounting solutions to navigate and meet the new standards...and demand is high. Your primary responsibilities will include responding to RFPs, creating sales proposals, training materials, corporate policy documents and information security documents. Additionally, depending on your skills and talent, you could stretch into other areas such as writing marketing collateral, press releases or even white papers. Consider a few of the benefits of joining our team:You'll play a key role in a fast-growing company working in a rare ""white-space"" area -- leasing.You will support outstanding software products that can be leveraged across diverse industries from logistics and supply chain to manufacturing, healthcare, heavy industrial and more!With top talent at the helm, there is a great deal of tribal knowledge in our organization, much of which is not captured and written. You will enjoy wide exposure and visibility as you interview engineers and executives and convert their knowledge to text. You will gain a deep understanding of our products' functions and features. That knowledge will not only build a foundation for success as a technical writer, it could set you up to pursue other opportunities within our organization, both vertical and lateral. Growth equals opportunity and we anticipate additional opportunities for our proven performers.  Because this will be a new, in-house role, you can help shape and mold it to make an optimal impact.No two days will be exactly the same. You will enjoy a variety of projects and other assignments. We have a nice office location is in a wonderful area of Virginia, with access to biking and walking paths, a manmade lake and patio, food trucks, restaurants and other conveniences nearby, free parking and more.  To be a good fit for the technical writer opportunity, you will have:5+ years of writing experience, including substantial experience writing about software and/or hardware productsA bachelor's degree, ideally in a field relevant to the positionExcellent writing and proofreading skills including a strong command of the English language (syntax, grammar and spelling)The ability to express complex ideas clearly and logically across a variety of media and to different audiencesStrong computer skills including skill in professionally designing and formatting a variety of documents, i.e. Table of Contents, headers/footers, tables pictures and charts in WordLeaseAccelerator is a high-growth Software-as-a-Service (SaaS) company based in Northern Virginia. Our mission is to help Fortune 500 companies navigate through one of the largest accounting changes ever, the new lease accounting standards. In the process we are defining a new category of software that will become a critical component of the back office operations in every major company around the world.EOE/AA/M/F/Vets/Disabled#KRT
            
        View more info

            View less info
                    Report this job
        ","office"
"88","Technical Writer"," Las Vegas, NV ","https://job-openings.monster.com/Technical-Writer-Las-Vegas-NV-US-Shift4-Corporation/11/188476177","About the Job
        
                Position DescriptionDo you have an inquisitive mind? Do you ever use an app and wonder how it works? Do you follow that wonder up by doing research to discern the answers? And then once you have the knowledge, perhaps you share it with family and friends and then all of a sudden they’re looking to you for explanations on everything tech related? If so, and you can write clear, complete sentences, then this technical writer position with Shift4 may be just for you!The main objective of this role is to help Shift4’s development partners and customers understand how to interface with Shift4’s various Application Programing Interfaces (APIs). A successful candidate will work with various parties to maintain and develop technical API documents. The candidate must be self-motivated, able to work with deadlines, detail-oriented, methodical, tenacious, willing to learn, and pleasant with others, displaying a good-natured, cooperative attitude.To be successful, the candidate must be a team player, continuously adapting and taking initiative to find better ways of delivering exceptional results. In addition, the candidate must be open to multiple rounds of documentation reviews before publishing, ensuring each document follows approved style guides and meets Shift4’s high standards.Essential FunctionsGather content from subject matter experts (SMEs)Verify the content through testingMust be able to determine needed documentation changes from feedback, testing, and API changesWhen the explanation of a certain feature is overly complicated or vague, look for ways to approach differently to provide clarityWhen a traditional document is needed, gather content, verify the content, and organize it to produce a clear, concise, and accurate documentEnsure documentation follows approved style guidesProvide regular updates to the team and the API Department ManagerCoordinate dependencies with other departments Take notes and action items during meetings and perform follow-upKnowledge, Skills, and Abilities                        Exceptional grammar, spelling, communication, organization, and time management skillsMethodical, detail oriented, efficient, organized, resourceful, and tenaciousMust be flexible to a changing environment, acknowledging urgency when necessaryIntermediate Microsoft Office proficiencySelf-motivated with the ability to work independentlyDriven to deliver exceptional resultsPleasant with others on the job, displaying a good-natured, cooperative attitudeEducation and ExperienceBachelor's degree in a related field or equivalent experienceExperience as a Technical Writer,  in programming, or working with software developers would be a plus
            
        View more info

            View less info
                    Report this job
        ","office"
"89","Technical Writer"," Warren, MI ","https://job-openings.monster.com/Technical-Writer-Warren-MI-US-Unified-Business-Technology/11/187161066","About the Job
        
                We have an immediate opening for a Technical Writer with the following qualificationsWrites a variety of technical articles, reports, brochures, and/or manuals for documentation for a wide range of uses. ·        Coordinates the display of graphics and the production of the document. This position requires knowledge of the MIL-STDs (40051-2B Change 3, 2361, 1222).·        Experience and expertise in XML tagging (requirements Arbortext 6.0, DTD 3.27), ·        Access and Knowledge of the functions/processes within EMSNG CMS, XML publish engine and repository for the CBPS M8E1 TM.  Please submit your updated resume to shamika.nix@ubtus.comHelp""UBT is an Equal Opportunity - Affirmative Action Employer M/F/D/V""  
            
        View more info

            View less info
                    Report this job
        ","cms xml"
"90","Instructor / Technical Writer"," Ridgeville, SC ","https://job-openings.monster.com/Instructor-Technical-Writer-Ridgeville-SC-US-TATA-TECHNOLOGIES/11/191160934","About the Job
        
                Job Title: Instructor / Technical Writer Location: Ridgeville, South Carolina The primary responsibility of the Instructor / Technical Writer will be to train Our OEM’s skilled trades’ personnel in the programming, troubleshooting and repair of the assembly line equipment in a new assembly plant. The training will take place at the training center near the assembly plant in Ridgeville, SC. The instructor will also be responsible for customization development of courses to meet the OEM’s needs.  The Instructor/Technical Writer will need to have a Siemens controls background and field experience in the automotive automation industry. Courses that the instructor will be responsible for teaching are as follows: Siemens Controls TrainingABB Robot TrainingARO Weld Gun TrainingBosch Weld Controller TrainingSCA Sealer TrainingEmhart Stud Weld TrainingDanfoss VFD TrainingSiemens VFD TrainingSEW VFD TrainingSick Scanner, Light Screen and RFID TrainingEuchner Gate Switch Training We will provide OEM training to the Instructor/Technical Writer for each of the products. Required skills:Controls/Electrical background (hands-on automation debug and startup experience with Siemens PLC)ABB robot programming experience (preferred)Ability to develop detailed manuals and presentations for trainingExperienced with conducting standup instruction in front of customer personnel (preferred)AutoCad (Basic Understanding) Key Must Haves: Controls/Electrical background (hands-on automation debug and startup experience with Siemens PLC)ABB robot programming experience (preferred)Ability to develop detailed manuals and presentations for trainingExperienced with conducting standup instruction in front of customer personnel (preferred)AutoCad (Basic Understanding) Percentage of Travel: No travel at this timeWhat locations: Customer sites Tata Technologies is a company dedicated to bringing better products to market for our customers and to the millions of people around the world who benefit from them. We are a leading Global provider of engineering services, serving the world’s leading manufacturing companies. We offer a complete benefits package, including; medical, dental, vision, life insurance, short and long term disability, FMLA and 401K. We are currently expanding our Engineering footprint with several of our clients and have opportunities for those who are the best in their field. If you are looking to join a company that values their employees, stands behind their services and strives to make product development dreams a reality, look no further. Tata Technologies Inc. is an Equal Opportunity/ Affirmative Action employer. We provide equal employment opportunities to all qualified employees and applicants for employment without regard to race, religion, sex, age, marital status, national origin, sexual orientation, citizenship status, veteran status, disability or any other legally protected status. We prohibit discrimination in decisions concerning recruitment, hiring, compensation, benefits, training, termination, promotions, or any other condition of employment or career development.
            
        View more info

            View less info
                    Report this job
        ","visio"
"91","Technical Writer"," Racine, WI ","https://job-openings.monster.com/Technical-Writer-Racine-WI-US-CNH-Industrial/11/191065756","About the Job
        
                Through its people and brands, CNH Industrial delivers power, technology and innovation to farmers, builders and drivers all around the world. Each of its brands, including Case IH, New Holland Agriculture, Case and New Holland Construction, FPT Industrial, Capital, and Parts & Service, is a major international force in its specific sector.The Technical Writer will design and develop comprehensive and accurate technical information that meets the needs of CNH Industrial's worldwide dealers and customers. This position is a project team member for new and major updates of technical information and has an understanding of CNH Industrial equipment, organization, and processes. Technical information includes but is not limited to assembly manuals, operator's manuals, service manuals, installation instructions, service repair times, and software guides.As the Technical Writer you will: Participate in team planning activities by helping to develop estimated hours and resource requirements to ensure completion of projects as scheduled.Assist in the development and authoring of technical information including, but not limited to operator manuals, service manuals, assembly instructions, and dealer installed accessory instructions.Assist in the development and authoring of technical information for our global markets to effectively communicate the safe operation, maintenance and repair of CNH Industrial products.Assist in producing technical information that conforms to CNH Industrial's style guide and procedures manuals. Information must be accurate in order to decrease warranty cost and risk of litigation. Ensure technical information meets all legal and safety requirements by complying with all current safety and legal standards, machinery directives and company policies with respect to product operation, service, and documentation.Keep informed of product launch team objectives to assure individual assignments with product launch plans in order for Global Product Development requirements to be fulfilled.The qualified candidate will have experience with the following:Bachelor's Degree; In lieu of a Bachelor's Degree, will consider an Associate Degree plus three years of experience OR a High School Diploma plus five years of experience A minimum of 2 years of mechanical work experience with agricultural or industrial machinery to include a technical and functional understanding of subsystems that contribute to performance of agricultural and construction equipmentA minimum of 1+ years' experience with Microsoft office suiteThe preferred candidate will have experience with the following:Bachelor's Degree in Electrical Engineering, Technology, or AgriculturalTechnical writing skills/experienceKnowledge of product design and functionality. Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled. Equal opportunity employer. This company considers candidates regardless of race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status.
            
        View more info

            View less info
                    Report this job
        ","office"
"92","Technical Writer"," Sacramento, CA ","https://job-openings.monster.com/Technical-Writer-Sacramento-CA-US-Talbridge/11/191032341","About the Job
        
                Technical Writer / Content ManagerContract OpportunitySacramento, CA (Local candidates only)Key Qualifications:Bachelor degreeStrong experience in written communication skills and process documentationExperience with SharePoint, Front Page, HTTML, or other Web program experienceMust have strong skills in Excel, Word, Outlook, SharePoint, PowerPoint, and Office Logical/Critical ThinkingCommunicates with peers, leadership, partners, and vendors inside and outside of the companySelf-learner and self-motivated to complete work in a timely matterTeam and safety focusDesired:Experience with Cybersecurity frameworks such as ISO and NISTExperience with regulatory compliance such as NERC CIP, SOX, PCI, and FERCExperience with Lean Six Sigma, Cobit, and ITILKey Responsibilities:90% of Time Content Development and ManagementProvides operational consulting for document/content management technologies and services for internal/external clients.Provides support for Windows SharePoint Services (WSS) sites.Designs document management structures, contributes to retention processes, and maintains departmental document systems.Collaborates on analyzing business processes and providing recommendations for improvement. Document/Project Management:Identifies client’s documentation/business needs, scope, audience, deadlines and key stakeholders for internal, external and special projects.Assists with management of projects: Tracks deliverables, schedules, and resource requirements in project plans.Helps implement solutions and obtains client/stakeholder feedback.Interviews and collaborates with SMEs to develop documentation and other content management services that meet project and operational needs.Develops and edits document content; and facilitates reviews and revisions.Assists with maintaining documents in IT content repositories, including Knowledgebase, Guidance Document library, SharePoint, FileNet EDMS, and shared drives.Produces final documents for internal/external clients using standardized templates and established formats.Assists SME to ensure the technical accuracy and quality of the content.Collaborates with SMEs to produce technical Manuals and Guides, including Administration, Configuration, Installation, Operation, Standards, Guidelines, Procedure, Process, and User.Collaborates with SMEs to produce Compliance material, including Configuration Manuals (CMs), Process Manuals (PMs), Disaster Recovery Plans (DRPs) Operations Level Agreements (OLAs), and Service Level Agreements (SLAs).Collaborates with SMEs to produce collateral material, such as executive/customer presentations, communication plans, brochures, white papers, and leave-behinds.Collaborates on production of instructional material, including manuals, tutorials, job aids, etc.Collaborates on production of Word, Excel, and PowerPoint templates.Collaborates on production of Graphics: flowcharts, organization charts, logos, photographs, etc. be accessed at a later date when being researched by the Law Department and others.Utilize Outlook, Excel, and Word programs to document and track requested updates.5% of Time AdministrativeManage and submit time entry, expenses, timecards, and etc.5% of Time SafetyDemonstrate leadership in safety through active participation and support of the safety programs.Take a proactive approach to identify and correct safety hazards and work practices in the work place.Know and comply with the code of safe practices, ""Zero in on Safety"" and complete all mandated ergonomic and safety training by the end of the year.
            
        View more info

            View less info
                    Report this job
        ","cms dms office visio"
"93","Part Time Technical Writer"," New York, NY ","https://job-openings.monster.com/Part-Time-Technical-Writer-New-York-NY-US-CSS-Industries-Inc/11/190993965","About the Job
        
                TECHNICAL INSTRUCTION WRITER (Instructions Guide for Home-Sewing Patterns)CSS Industries, Inc. wants you to join our team!  We design, manufacture, and sell sewing patterns under the brand names of Butterick, Kwik Sew, McCall's and Vogue Patterns.  We are seeking a qualified Technical Instruction Writer who can write step-by-step instructions for garment construction from start to completion. Instructions will be used as a guide geared for home sewers of various skill levels to help them achieve a professional looking project they can be proud of.∙  Must have 3-4 years of sewing experience with formal courses in garment construction.∙ Must be able to demonstrate a clear understanding of construction techniques.   This is a part-time temporary position. Great work environment with like-minded coworkers. 
            
        View more info

            View less info
                    Report this job
        ","css"
"94","Technical Writer"," Sparks, NV ","https://job-openings.monster.com/Technical-Writer-Sparks-NV-US-Open-Systems-Inc/11/190990972","About the Job
        
                 6 Months+ contractPlease No Third Party Calls; this position is open for corp to corp, but please apply your consultant online for the position and wait for a detailed response prior to making any phone calls to our Recruiter(s).Open to H1 Visa TransferPlease apply online for the position and wait for a detailed response prior to making any phone calls to our Recruiter(s).Our Client is collaborating with a large Motor Company to construct a large-scale advanced battery manufacturing facility. The Client's role in the facility is the manufacturing and supply of cylindrical lithium-ion cells. Based on the battery demand from the Motor Company, the facility's planned output of cells will double the world's current production.Our Client's mission is to make the vision of affordable Electric Vehicles a reality by production of the world's safest, high quality and lowest cost batteries. Through this effort, they will create a clean energy society and their products will change society's use of and perceptions of electric power.Qualifications- BS/BA Degree or above. Engineering or related subject is preferred- Minimum 5 years' experience in technical writing with demonstrated ability to independently produce high quality publications- Prior experience working with translators preferred. Japanese language skills desired- Proficient with technical writing applications such as MS Office Suite (Word / Visio / Excel), Adobe Products (FrameMaker / Acrobat / Photoshop), DITA XML, and graphics tools (SnagIT / Photoshop).- Must have a high attention to detail, self-motivated and eagerness to collaborate- Ability to work under pressure while managing competing demands and tight deadlines (simultaneously managing multiple documentation projects) - Familiarity with six sigma and lean manufacturing preferredJob DescriptionThis position is an excellent opportunity for a skilled technical writing professional to gain valuable experience in an engineering and manufacturing industry. The Technical Writer will work alongside various production leaders, manufacturing engineers and subject-matter experts to create business processes, technical documentation, and training documentation for a variety of audiences.Essential Functions- Experience creating process documentation that clearly and efficiently communicates concepts, ideas and instructions- Proven track record of creation, maintenance and execution of SOPs- Ability to translate verbal information into clearly written procedures- Exemplary verbal and written communication skills- Demonstrated ability to work well with culturally diverse and global teams- Study engineering drawings, parts lists, specifications, mock-ups, and product samples to accurately integrate and delineate technology, maintenance procedure, troubleshooting, and parts breakdown- Creating technical specifications for automated manufacturing equipment- Experience reading and interpreting mechanical drawings- Excellent listening and observation skills- Select photographs, drawings, sketches, diagrams and charts to illustrate material that meets client demands- Work independently with minimal supervision to manage writing assignment projects in a manner that maximizes internal resources, stays within budget and meets project deadlines
            
        View more info

            View less info
                    Report this job
        ","acrobat dita framemaker office photoshop visio xml"
"95","Technical Writer/Editor II - PR 1283"," Charleston, SC ","https://job-openings.monster.com/Technical-Writer-Editor-II-PR-1283-Charleston-SC-US-PE-Systems-Inc-Summit-Research-Corp/11/190912766","About the Job
        
                ESSENTIAL AREA OF RESPONSIBILITY:All areas ofresponsibility listed below are essential to the satisfactory performance ofthis position, with reasonable accommodation, if necessary.  Responsible for providing quality TechnicalWriting and Editing in support of Naval technical processes, diagrams,procedures, etc., in accordance with Naval writing standards.   Availability of position is contingent uponContract Award. GENERAL FUNCTION:Create,write, and edit technical documents, including networking, hardware, andsoftware documentation for detailed Navy systems. Createeditable Pdf. forms. Responsible for work as an integral member of the variousteams receiving information related to Navy operations, maintenance, anddevelopment of documentation in a clear, straightforward style that can befielded.Develop,edit, and format Field Guides, Quick Reference Guides, (QRSs), SystemAdministrator Manuals (SAMs), Installation Guides, Test Plans, Test Reports,Material/Software Acceptance Plans, Travel Reports and Monthly Status Reports andother documentation with Systems Engineers, Key Management Field Engineers, Testersand Analyst that support Navy operations.Writeand/or Edit documentation directly related to training activities in support ofthe Navy mission.Maintaincustomer specification files, review customer drawings and data, and translatecustomer language into standard procedures and product flow.Reviewall documentation prior to delivery to customer and correcting for grammar,style, formatting, graphics, accuracy, and overall quality.Establishand maintain effective professional working relationships with co-workers, andcustomers.Followpolicies and procedures as described in corporate manuals and directives.Attendwork each day during scheduled work hours unless on approved travel or timeoff.Performoccasional travel to contractor and customer sites, as required (see WORKINGCONDITIONS below).Workflexible hours, including occasional overtime.Carryout other duties as may be assigned or requested. WORKING CONDITIONSSome Travel may be requiredWork is performed indoors with some potential risksto safety and health hazards related to electronics QUALIFICATIONS:Education/Certifications/Experience/Skills:Bachelor’s Degree in English or related field.Two (2) to four (4) years’ experience that isdirectly related to Technical Writing/Editing is required.            Must have a DoD Secret Clearance.Must be proficient in the use of Microsoft Office Applications (Outlook,Word, Excel, PowerPoint and Access, and Microsoft Internet Explorer.Must be ableto transport self to various facility sites, as required.  If using own motor vehicle, must possess avalid driver’s license and proof of insurance. Physical Skills and Abilities:Mayrequire lifting up to 25 pounds.Requiresvisual acuity to use a keyboard. PESystems Inc., is an Equal Opportunity/Affirmative ActionEmployer. All qualified applicants will receive consideration for Employmentwithout regard to race/ethnicity, color, religion, sex, national origin,ancestry, age, sexual orientation, gender identify, genetic information,marital status and disability (including physical or mental disability as wellas pregnancy) veteran status or any other status protected by Federal State orlocal law.
            
        View more info

            View less info
                    Report this job
        ","dita office"
"96","Technical Writer – Policies and Procedures"," Topeka, KS ","https://job-openings.monster.com/Technical-Writer-–-Policies-Procedures-Topeka-KS-US-Noor-Associates/11/190865682","About the Job
        
                We are seeking a Technical Writer – Policies and Procedures, to work in Topeka, KS. This is a four to six (4-6) month contract opportunity, with possible extension/temp-to-hire. Pay is up to $32/hour, depending on experience.  SUMMARYPosition is responsible for developing, updating and maintaining policies and procedures, work instructions, job aids, scripts, policy manuals, and other documents drawing from a variety of sources and program materials. Duties / Responsibilities: ·         Develop Policies/Procedures for work instructions that comply with ISO standards ·         Business analysis of KanCare programs and their relationship to automated systems ·         Understanding of TANF, Food Stamps, Medicaid, CHIP/CI, and Enrollment Broker program policy ·         Update work instructions and job aids due to system changes or as required by the state ·         Develop new or update CCR scripts as changes occur ·         Develop job aides/guides based on operations request ·         Answer questions and assist on the production floor when system modifications are released ·         Respond to operations policies and procedures questions ·         Assist operations with process development ·         Attend system modification analysis meetings ·         Review training materials to ensure accuracy ·         Represent Policy & Procedure Team at internal and external meetings as requested, including with the State ·         Assist with user testing to ensure Policies and Procedures are accurate REQUIREMENTS·         Bachelor’s degree from an accredited college or university (or year for year substitution of related experience). ·         Excellent writing skills as they relate to policy and procedure; knowledge of human service and eligibility programs; excellent people management skills; knowledge of automated systems for human service programs; IBM-compatible computer and multi-media skills, including MS Word and Excel and graphic programs; excellent organizational, interpersonal, written, and verbal communication skills. ·         Two to five years of experience developing policy and procedure documentation or technical writing. ·         Experience Preferred: Working experience with KS health and social service programs (Medicaid). ·         Ability to perform comfortably in a fast-paced, deadline-oriented work environment; ability to successfully execute many complex tasks simultaneously; sound judgment in handling sensitive and confidential information; ability to work as a team member as well as independently; ability to multi-task and change priorities, as required to meet schedules and deadlines. 
            
        View more info

            View less info
                    Report this job
        ","none_listed"
"97","Sr. Technical Writer - Wichita, KS"," Wichita, KS ","https://job-openings.monster.com/Sr-Technical-Writer-Wichita-KS-Wichita-KS-US-Dayton-T-Brown-Inc/11/190758081","About the Job
        
                 Join our amazing team of talented, dedicated professionals here at Dayton T. Brown, Inc.!Enjoy working from home initially and eventually in our brand new office space! The role of a Sr. Technical Writer will include:-Working on programs for world-class aircraft manufacturers, as well as other organizations-Developing clear, concise, technical documentation in accordance with both military and/or commercial specifications from various types of source material, including engineering drawings, schematics, acceptance test procedures, bills of material, design specifications, reports, etc.-Collaborating with Subject Matter Experts (engineers, technicians, programmers) to gain an understanding of the product-Ensuring accuracy and completeness of technical documentation, as well as timely delivery of technical data to customers-Interfacing with support personnel concerning editorial comments and the preparation of illustrations-Contributing to a continuous improvement culture by developing and implementing enhancements based on lean manufacturing concepts-Actively participating in various team meetings, including other technical writers, illustrators, and production personnel, to develop or update technical manuals Competencies:-Minimum of 5 years' experience working as a technical writer in the development of aircraft manuals (maintenance, completions, or parts and wiring)-Strong computer skills with experience in a structured authoring environment, such as Arbortext or Framemaker-Ability to read and interpret engineering drawings and other documents-Knowledge of aerospace industry standards and regulations, such as Simplified English, MIL-specs, ATA, or S1000D Education:-College degree in Aerospace, relevant military training in aircraft maintenance, or equivalent experience-A&P certificate or pilot's license, a plusWith over 60 years of experience in providing support to both military and commercial customers, we know the value of technical competence and relationship building.  Dayton T. Brown, Inc. offers an innovative work environment, competitive salaries, an array of employee activities and benefits, a family-friendly work culture, as well as the opportunity to learn and grow alongside our incredible team of professionals.Dayton T. Brown, Inc. is proud to be an Equal Opportunity/Affirmative Action employer.  All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other protected class.
            
        View more info

            View less info
                    Report this job
        ","framemaker illustrator office"
"98","Jr. Technical Writer (Tempe AZ)"," Tempe, AZ ","https://job-openings.monster.com/Jr-Technical-Writer-Tempe-AZ-Tempe-AZ-US-Genuent/11/191653702","About the Job
        
                Jr. Technical Writer (Tempe AZ)$25-35/hr. depending on experienceEnterprise Corporate CompanyTechnical writer with extraordinarily strong writing, editing, routing (communication) and publishing skills. Knowledge management tool, eGain, experience is a plus. Understanding of how to update a document/upload through SharePoint also helpful. Provide immediate support for procedure re-writes related to a major project tied to an Unsecured Consumer Lending product system implementation (MSP). All procedures and job aids related to the project are in scope and work must be completed by the contract end-date.Qualified candidates please send your updated resume to kjoy@genuent.netHelp for further review. -Thank you! 
            
        View more info

            View less info
                    Report this job
        ","none_listed"
